species,label,source,grid_latitude,grid_longitude,depth_m,temperature_c,salinity_psu,chlorophyll_mg_m3,light_attenuation_kdpar,slope_degree,terrain_ruggedness_index,distance_to_coast_km
Parablennius rouxi,1,gbif_presence,43.175,5.625,5.333333492279053,16.955946118960195,38.12655070784096,0.30414193793218197,0.023574757252236775,0.6121940576832607,46.23023451291569,0.0
Parablennius rouxi,1,gbif_presence,42.775,5.025,1602.3055419921875,17.15079803009995,38.07438313596731,0.24933012361028514,0.085342090714751,1.5932636509023712,174.07289123535156,61.157294128443574
Parablennius rouxi,1,gbif_presence,43.125,5.675,78.97222137451172,17.029864010660244,38.1391007274878,0.25403155494664803,0.0797113103363421,0.8351849914038473,68.3209326607876,0.0
Parablennius rouxi,1,gbif_presence,44.825,13.825,22.13888931274414,17.38608758300564,36.29393642127831,0.6202996739554084,0.08490474228653913,0.12153515404131716,7.824404478072544,0.0
Parablennius rouxi,1,gbif_presence,45.025,14.175,22.5,17.378217714101307,37.09245711960882,0.650927419101851,0.06954833040423918,0.23329985001696757,16.401347693274598,0.0
Parablennius rouxi,1,gbif_presence,43.675,7.325,244.13888549804688,17.927087502982403,38.20611320666011,0.2138428760021713,0.08020780356789864,4.716765714344277,363.21727098737904,0.0
Parablennius rouxi,1,gbif_presence,45.125,14.725,43.75,17.156632979037898,37.26314416029633,0.6335945943616953,0.054748002817297484,0.23457602293194582,17.930270850351196,0.0
Parablennius rouxi,1,gbif_presence,45.125,14.675,4.277777671813965,17.172149910695385,37.25316951559218,0.6183405372978013,0.06396863959122126,0.23319550725531296,18.13480406358221,0.0
Parablennius rouxi,1,gbif_presence,41.375,2.225,40.13888931274414,18.527618312552537,37.92608332297437,0.35946627692720745,0.10862693843251092,0.8694603620744298,62.59374958276612,0.0
Parablennius rouxi,1,gbif_presence,42.275,3.325,81.36111450195312,17.454692514084535,37.78469904292737,0.25277999552733715,0.09692009517410807,0.852072465834228,51.14756870269959,0.0
Parablennius rouxi,1,gbif_presence,43.275,3.525,10.80555534362793,16.63179481571186,37.381221354636736,0.39773462911160923,0.13774494255643494,0.20698418638951976,13.67795103788363,0.0
Parablennius rouxi,1,gbif_presence,43.475,16.375,30.63888931274414,18.115833292899765,37.98782702470998,0.3505810653992963,0.10768788047261967,0.22071707183747769,28.039868146742908,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.425,23.86111068725586,17.743384813800407,38.16811000322437,0.19237775129596807,0.0800095468014568,1.3932858156067895,163.97222089767456,11.119508023353449
Parablennius rouxi,1,gbif_presence,42.975,6.425,335.6666564941406,17.78918016254149,38.17170468492554,0.19191855299366736,0.080104313976615,8.316802355413511,625.4687390327454,16.67926203502978
Parablennius rouxi,1,gbif_presence,42.575,8.725,10.416666984558105,18.288233340281938,38.024448483740024,0.15148472953999365,0.02028114269610303,4.033114810140264,272.8869004590196,0.0
Parablennius rouxi,1,gbif_presence,42.375,3.225,62.55555725097656,17.354281584364163,37.72132478505491,0.2600271903845939,0.11019457458747951,0.5247053314455445,31.032737612723732,0.0
Parablennius rouxi,1,gbif_presence,43.475,16.225,18.75,18.152519179774373,37.963839905823896,0.35035164298890537,0.09751307571350029,0.3826779075716049,30.667397806519322,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.075,77.36111450195312,17.43594261146226,38.16652590676255,0.2626948161020141,0.0882731667204927,2.6786514544199505,172.72569465637207,0.0
Parablennius rouxi,1,gbif_presence,35.475,24.175,17.0,20.536948879937245,38.83070250443142,0.10867444966057148,0.06665162118301672,2.6509436868829814,185.64185069928587,0.0
Parablennius rouxi,1,gbif_presence,40.725,13.975,11.277777671813965,19.634497250778804,38.0179409076831,0.24254736846561561,0.09223850858533822,1.8842879345087338,160.04017867360201,0.0
Parablennius rouxi,1,gbif_presence,42.725,16.825,8.472222328186035,18.656107057197616,38.0779491215586,0.201816357772518,0.07587260433176139,0.7590122080328136,54.113714694978,0.0
Parablennius rouxi,1,gbif_presence,42.025,3.225,35.94444274902344,17.597872512587475,37.85841182238378,0.26833746112792484,0.10214268427907428,0.7218038706684452,42.62413157522569,0.0
Parablennius rouxi,1,gbif_presence,42.475,3.175,38.66666793823242,17.3112887118317,37.694321574311765,0.27325675744806915,0.10480051692962568,0.4140679759096465,25.29427082091603,0.0
Parablennius rouxi,1,gbif_presence,44.275,9.225,130.63888549804688,18.209422453221027,38.19493926170955,0.17254920500810172,0.08620513013049827,4.00487929533373,304.13107872009255,0.0
Parablennius rouxi,1,gbif_presence,42.125,3.175,15.11111068725586,17.43958548424692,37.854362767101364,0.27009545021106723,0.09481769005569218,0.39647033507449925,25.74396883813917,0.0
Parablennius rouxi,1,gbif_presence,43.325,5.025,30.97222137451172,16.413810597619953,35.83928846891277,1.5502914681294435,0.09558209591344599,0.38477601263418787,27.663195297121135,0.0
Parablennius rouxi,1,gbif_presence,45.275,14.525,1.5833333730697632,17.15203296759389,37.216654481608586,0.4280491434976676,0.0912024277435341,0.17713019236048672,16.88161222922525,0.0
Parablennius rouxi,1,gbif_presence,42.725,9.475,40.08333206176758,18.76148543792599,38.18444279135062,0.14918191814175252,0.07673460282604971,1.8061903618890787,108.04140120286196,0.0
Parablennius rouxi,1,gbif_presence,38.225,15.225,137.05555725097656,20.418363380331556,37.98378671058929,0.11294922858652896,0.07547930216038942,3.510374193458119,333.0260457992537,0.0
Parablennius rouxi,1,gbif_presence,43.425,3.925,31.36111068725586,16.628446982830013,37.27363371944325,0.7049690980311275,0.12601100205518928,0.1937329685106457,13.885416507720947,5.55975401167712
Parablennius rouxi,1,gbif_presence,43.325,5.075,2.6388888359069824,16.451453711323797,36.202999635286254,1.3479632788316769,0.08210757932622294,0.4593005393415466,33.08159822225638,0.0
Parablennius rouxi,1,gbif_presence,44.575,13.325,44.69444274902344,17.82713642236335,35.64771467554488,0.5052546232249812,0.09241879700164918,0.025168426146040417,1.5208344459533691,65.65324056706172
Parablennius rouxi,1,gbif_presence,44.875,13.775,19.83333396911621,17.334847927218973,36.17760003851083,0.6313064989572171,0.09012408816781972,0.15321934699734235,9.595832884311768,0.0
Parablennius rouxi,1,gbif_presence,42.625,8.825,41.97222137451172,18.286249752265945,38.039320603980926,0.153106616797323,0.06957291950787832,4.634346749819709,342.6542690822039,0.0
Parablennius rouxi,1,gbif_presence,45.125,14.375,8.94444465637207,17.279625274448208,37.174348078454024,0.5711946473880247,0.04016471709719302,0.13508732301320484,13.737712933467504,0.0
Parablennius rouxi,1,gbif_presence,42.325,3.325,63.44444274902344,17.409821022960863,37.74408801933997,0.25085118355569136,0.09680473519283204,1.2538315097212698,79.84288096427952,0.0
Parablennius rouxi,1,gbif_presence,43.075,6.025,14.0,17.199080872536893,38.16061103893437,0.26424723891626445,0.07095178700379681,4.745652695140748,319.21875299726923,0.0
Parablennius rouxi,1,gbif_presence,36.075,14.175,136.19444274902344,20.37267168742292,37.74805599760951,0.12293784134086201,0.06449498500508974,0.8751938591809665,66.091143131256,0.0
Parablennius rouxi,1,gbif_presence,36.025,-5.625,8.777777671813965,18.78134282738732,36.21073625631082,0.2769740418757741,0.05677781434717326,2.066710458815002,237.67909982329425,0.0
Parablennius rouxi,1,gbif_presence,40.125,17.975,14.333333015441895,19.402671299906952,38.37777527121356,0.13484569208525637,0.0475742540263333,0.4006201964281165,25.436037722387727,0.0
Parablennius rouxi,1,gbif_presence,43.025,5.875,266.3611145019531,17.32746829809335,38.1642434925043,0.2503825836138557,0.07572495283966156,8.364418363039663,683.4444384574792,0.0
Parablennius rouxi,1,gbif_presence,41.775,9.425,95.63888549804688,18.61912874136221,38.20674392669356,0.14188773186799575,0.06262709729409972,3.204828092598774,190.50694096088316,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.225,2.305555582046509,17.537221590612862,38.166859098751374,0.2671608918324294,0.0951674393447056,0.41889315089576357,40.468749701976776,5.55975401167712
Parablennius rouxi,1,gbif_presence,42.775,17.325,31.13888931274414,18.652832957845657,38.10322525914901,0.2564773416489772,0.07768364659620015,0.2777062752089439,23.524305582046047,0.0
Parablennius rouxi,1,gbif_presence,41.825,8.725,124.86111450195312,18.271278012136612,37.945328116872005,0.15597756037517646,0.0773664091417555,3.356967489878226,278.90774117197043,0.0
Parablennius rouxi,1,gbif_presence,43.475,3.875,12.36111068725586,16.523009516792154,37.18421787294589,0.7077163338212868,0.14545806770807362,0.22164393640783656,15.7775949239734,0.0
Parablennius rouxi,1,gbif_presence,42.225,3.225,20.27777862548828,17.43128536908954,37.83776021021665,0.2571921567401869,0.10286444977850555,0.40439347194876274,26.37499969145805,0.0
Parablennius rouxi,1,gbif_presence,42.975,6.375,255.72222900390625,17.740022156618032,38.17129129700361,0.21736743346970488,0.08048066427848494,7.204261399454368,526.4479115009308,15.180687777445229
Parablennius rouxi,1,gbif_presence,43.025,6.175,6.083333492279053,17.50298622277737,38.16841069670058,0.2576844244905808,0.10044256575818403,0.3855520718415007,34.15624925494194,4.064491769427614
Parablennius rouxi,1,gbif_presence,41.725,9.425,96.86111450195312,18.611903629811874,38.20548324382635,0.14050917480113015,0.06645944976332796,3.370518757034399,198.05554759502422,0.0
Parablennius rouxi,1,gbif_presence,42.825,3.075,21.63888931274414,16.975200311731964,37.56482402637251,0.34566082827434386,0.12574860116978193,0.19000173175267376,10.710937559604668,0.0
Parablennius rouxi,1,gbif_presence,43.025,3.125,23.91666603088379,16.870384407136118,37.45107163274848,0.38349485888232654,0.12962115594711973,0.14258097677522752,8.380556058883794,4.064491769427614
Parablennius rouxi,1,gbif_presence,44.625,-1.225,1.7222222089767456,15.713898630700426,32.3425092228574,0.7858397996805364,0.19707102352750494,0.17842808065201904,10.259080877670883,0.0
Parablennius rouxi,1,gbif_presence,35.325,-2.925,34.30555725097656,19.43486142843543,36.31542600710569,0.19363307122737247,0.09172465179274512,0.4336685998584294,27.651785578047324,0.0
Parablennius rouxi,1,gbif_presence,37.625,-0.675,49.88888931274414,19.45040803965244,36.926796030004176,0.22381271763000968,0.09559684986403064,0.7407006781010818,47.79947781562226,0.0
Parablennius rouxi,1,gbif_presence,38.975,1.575,29.16666603088379,19.75786287106307,37.14026590757885,0.1457294143861241,0.07209296776373175,0.850849631787456,55.80815923213896,0.0
Parablennius rouxi,1,gbif_presence,43.475,3.975,24.19444465637207,16.514949732164037,37.16045761059151,0.7736146108871453,0.14081663414421985,0.15105281041347407,11.329861259459998,4.034572504232163
Parablennius rouxi,1,gbif_presence,41.825,9.425,52.63888931274414,18.60945874514614,38.21681263539071,0.1403039757652096,0.0610783424700283,2.67733166979,161.75173693895374,0.0
Parablennius rouxi,1,gbif_presence,41.875,8.775,49.75,18.279349279553283,37.952079698252525,0.1555731038823171,0.07987048462361813,3.266297139775996,290.8897074180457,0.0
Parablennius rouxi,1,gbif_presence,41.675,8.775,303.9166564941406,18.270233840325012,37.92723472025311,0.15895289072471205,0.08629919848230554,3.225006966343053,263.1230244466227,0.0
Parablennius rouxi,1,gbif_presence,37.575,15.175,42.30555725097656,20.32485242136785,38.205945899500115,0.14326209425156328,0.06325310210797505,6.409747099844491,398.0381975769976,0.0
Parablennius rouxi,1,gbif_presence,43.375,3.825,37.0,16.696198754413977,37.32893870021924,0.5445749386283417,0.12262262524355637,0.24798268076753338,17.11805510520935,5.559754011676329
Parablennius rouxi,1,gbif_presence,41.075,1.225,33.30555725097656,18.983512740531012,37.76678175332921,0.5267113864787034,0.09148835540646609,0.4113897060212909,25.478982724642282,0.0
Parablennius rouxi,1,gbif_presence,43.125,6.425,66.47222137451172,17.492181555869667,38.15167030787855,0.1986620968910895,0.07006495450071458,0.8489606483308663,92.6527744020758,0.0
Parablennius rouxi,1,gbif_presence,43.475,3.925,20.02777862548828,16.516971886790035,37.165944982714485,0.7476874832862245,0.1459530582298068,0.19624697330214594,14.275297675814041,0.0
Parablennius rouxi,1,gbif_presence,38.775,0.225,24.05555534362793,19.57072587572645,37.16359757382908,0.20994770449113323,0.09968632111072136,0.41237683353329935,25.41493165493044,0.0
Parablennius rouxi,1,gbif_presence,42.175,9.575,34.25,18.71959333065952,38.1875560465368,0.14055469373511645,0.08292972690444593,2.0817033696216276,115.89930957555727,0.0
Parablennius rouxi,1,gbif_presence,43.475,6.975,379.22222900390625,17.930478903888588,38.19348052031063,0.1815827761521875,0.08742241033508716,4.219636799086836,359.07738849095875,0.0
Parablennius rouxi,1,gbif_presence,38.525,-0.075,24.16666603088379,19.549979863911588,37.077726876901025,0.22090734427503042,0.07870334712884146,0.2315182100006201,16.89682473455179,0.0
Parablennius rouxi,1,gbif_presence,38.475,-0.125,68.0,19.543569223715885,37.070282585704334,0.21723844003711884,0.0865472242199907,0.19842409623795138,13.040276980398536,4.352618530385865
Parablennius rouxi,1,gbif_presence,43.725,7.425,16.16666603088379,17.88617788663234,38.2118801038238,0.2098561523473943,0.06561380541720462,5.97801967226262,443.38304677762363,0.0
Parablennius rouxi,1,gbif_presence,43.325,5.275,35.94444274902344,16.673775382805704,37.63196980030172,0.6226265396557252,0.08345654083841418,0.28209428187942337,24.63442455019315,0.0
Parablennius rouxi,1,gbif_presence,43.225,16.625,31.0,18.448584930543127,38.08167159413129,0.4009308448692174,0.05745564685863763,0.30237699281406527,21.41396806336186,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.375,17.33333396911621,17.67292455508685,38.16640108308312,0.21932283997831842,0.08096303076766284,1.1006172185724215,112.54513788223267,9.6209337657689
Parablennius rouxi,1,gbif_presence,43.425,6.875,21.69444465637207,17.83393449413207,38.16901710030758,0.17821395226713682,0.023369963811221233,4.984984674867597,337.25567514017877,0.0
Parablennius rouxi,1,gbif_presence,43.425,6.925,200.80555725097656,17.8967031930801,38.17464529971849,0.17953805358238112,0.07080368570844375,4.126799683925294,317.9692539487619,0.0
Parablennius rouxi,1,gbif_presence,44.075,9.725,29.05555534362793,18.139429914082978,38.184150953024016,0.22326829737291715,0.09711501147516485,1.3555802705072213,77.59077276502097,0.0
Parablennius rouxi,1,gbif_presence,42.375,3.175,3.944444417953491,17.33923638766018,37.726432424480855,0.26163989149414835,0.08162642662784013,0.5232397361036735,30.99382669726944,0.0
Parablennius rouxi,1,gbif_presence,42.425,8.625,40.25,18.2679615728716,37.990609638256636,0.15363123786958108,0.05789350473030793,4.946610796883875,408.99565458298963,0.0
Parablennius rouxi,1,gbif_presence,45.025,14.475,24.52777862548828,17.26081860769185,37.20158272548859,0.6746835686903243,0.0843291852752597,0.24921856865076755,20.438742143861344,0.0
Parablennius rouxi,1,gbif_presence,44.125,9.625,26.72222137451172,18.272426116595966,38.188231565145294,0.20428838261536192,0.06995824697322152,2.255162826809135,145.61607156481182,0.0
Parablennius rouxi,1,gbif_presence,42.475,9.575,33.41666793823242,18.73296705237165,38.19124376687008,0.14337859622707347,0.0865537140635372,2.074063192811858,114.1145821213725,0.0
Parablennius rouxi,1,gbif_presence,42.225,9.575,28.55555534362793,18.739894681379603,38.18583942001949,0.1407456869345219,0.08304112862467107,1.9879116179493728,111.70139360427785,0.0
Parablennius rouxi,1,gbif_presence,43.525,6.975,135.77777099609375,17.912525174816203,38.196632697218334,0.1820057824319877,0.08881059497195093,4.971349440728931,394.5038641823652,0.0
Parablennius rouxi,1,gbif_presence,42.025,8.625,221.47222900390625,18.210527302126806,37.95315373305568,0.15446502311904456,0.08002373482082704,5.11703732629751,355.98156192384675,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.575,175.22222900390625,17.889129503516337,38.16907936837058,0.18159025833285555,0.08010984023573432,4.291628845935929,504.7638969421387,15.177372669344518
Parablennius rouxi,1,gbif_presence,45.175,14.525,25.55555534362793,17.229424706108148,37.210738968578305,0.4863457896071638,0.07684028891532697,0.1707897995891421,16.362413929776245,0.0
Parablennius rouxi,1,gbif_presence,36.375,10.575,18.30555534362793,20.64143148329425,37.461532731233426,0.15946978886521784,0.054047622802562784,0.26658498143552095,18.82693750607355,0.0
Parablennius rouxi,1,gbif_presence,43.525,7.025,91.66666412353516,17.93507411879995,38.20046669431475,0.18241741613251908,0.09158091427106609,5.189004466970713,401.5575438908138,0.0
Parablennius rouxi,1,gbif_presence,43.175,5.425,82.63888549804688,16.97175820311799,37.95388938284138,0.34471738481673975,0.08264503502738453,2.1025424927280767,164.5685728788379,0.0
Parablennius rouxi,1,gbif_presence,43.125,5.725,19.88888931274414,17.057238570326255,38.15289332343775,0.25151064670340023,0.05175398354658544,1.924653965123236,142.08516246395234,0.0
Parablennius rouxi,1,gbif_presence,43.375,3.675,8.55555534362793,16.532035184223606,37.315093559376464,0.49241917865327495,0.10662272761588006,0.21855291319849576,14.888889024132258,0.0
Parablennius rouxi,1,gbif_presence,36.825,24.525,5.19444465637207,19.855602437051843,37.97316483100662,0.13562905978693152,0.0640019958640594,1.4993401516773885,113.59871169498881,0.0
Parablennius rouxi,1,gbif_presence,43.075,6.425,136.13888549804688,17.538866195982283,38.152884216972666,0.1960640353995173,0.08084124030212933,0.7508667636175455,85.99999833106995,5.559754011676329
Parablennius rouxi,1,gbif_presence,42.375,9.575,42.52777862548828,18.751144591353537,38.188593230707,0.14263915806142835,0.07817698975296994,2.33971972145379,131.9253480434424,0.0
Parablennius rouxi,1,gbif_presence,43.675,7.275,335.25,17.889361208660887,38.206736478468166,0.21252172173140246,0.08174020868863326,4.7341137003082965,363.1279353091588,0.0
Parablennius rouxi,1,gbif_presence,40.125,0.175,13.833333015441895,19.224342097501925,36.925009665124605,0.26583550999890576,0.08428231962835285,0.14442538899356133,8.694078909723252,0.0
Parablennius rouxi,1,gbif_presence,42.925,3.075,20.55555534362793,16.90311034097729,37.532575916450675,0.36217689952550736,0.12490643694336027,0.17428538397790416,10.092014491558047,0.0
Parablennius rouxi,1,gbif_presence,43.275,3.425,6.583333492279053,16.58261673193862,37.38733805369945,0.37014508115471717,0.1346957473991124,0.1342061356613632,9.551014973567078,0.0
Parablennius rouxi,1,gbif_presence,42.325,8.575,129.30555725097656,18.222695311656544,37.98288822275014,0.15460686522640377,0.060299968985756194,6.764680964988531,411.62598909651604,0.0
Parablennius rouxi,1,gbif_presence,37.075,25.325,22.80555534362793,19.655671848718146,38.266512069942536,0.14455179959462552,0.07503790186210203,0.1856085577696925,14.269995623621426,0.0
Parablennius rouxi,1,gbif_presence,41.925,3.225,1.8888888359069824,17.704062627345202,37.88332413686609,0.2792508422430278,0.08284753435355481,1.816985384541495,138.81597095727938,0.0
Parablennius rouxi,1,gbif_presence,42.325,9.575,39.80555725097656,18.765033119169473,38.187066217050294,0.14221466002166436,0.08008243667219671,2.2504133898108445,127.183162152767,0.0
Parablennius rouxi,1,gbif_presence,38.725,1.375,36.91666793823242,19.71789482741876,37.07372630425538,0.14384803477088218,0.07789703089409007,0.3436822913563221,22.74305574595961,0.0
Parablennius rouxi,1,gbif_presence,41.525,9.375,39.77777862548828,18.531104097669576,38.17261247875006,0.14283645580299817,0.08122519754720779,0.43117530112820057,26.193749141693303,4.1624016686518415
Parablennius rouxi,1,gbif_presence,37.175,25.275,67.41666412353516,19.716342028987594,38.154912663469446,0.14635963366959742,0.06977508205006495,0.17670279193851668,13.263889551162558,0.0
Parablennius rouxi,1,gbif_presence,42.975,6.275,146.63888549804688,17.65169270454028,38.17267823964136,0.2655135209453177,0.08196759889627216,5.446182450217259,393.04515144228935,11.119508023353449
Parablennius rouxi,1,gbif_presence,43.375,3.725,21.22222137451172,16.597367371583115,37.32497786106226,0.5024175329514157,0.12138931322993196,0.22696184483045725,15.462301765169606,0.0
Parablennius rouxi,1,gbif_presence,43.025,6.125,21.5,17.455724418108638,38.165817282947636,0.2559966553385705,0.09962231036315523,0.9709461472934778,63.861110508441925,0.0
Parablennius rouxi,1,gbif_presence,45.075,14.425,13.13888931274414,17.320188465038168,37.170414901374734,0.6185420720522753,0.08340970575996345,0.13659851642514573,13.153645948107659,0.0
Parablennius rouxi,1,gbif_presence,41.625,8.775,96.27777862548828,18.29605175469747,37.92343598380176,0.1601469164083361,0.07387077085685534,3.7896647082692576,265.21094772218925,0.0
Parablennius rouxi,1,gbif_presence,41.875,8.675,492.4166564941406,18.24395057578026,37.9414031756919,0.15531410691405897,0.08683731039019732,3.069574124793092,300.5714303255031,0.0
Parablennius rouxi,1,gbif_presence,41.425,9.075,24.72222137451172,18.105228267617733,37.960187419018446,0.15283964932069696,0.06485937710744116,0.20659784275584825,14.112207488009826,0.0
Parablennius rouxi,1,gbif_presence,40.825,13.425,146.5833282470703,19.61121786693549,37.99734415897404,0.14989408083498407,0.07508892668677304,2.235792527222015,208.5555591583252,43.10311734906942
Parablennius rouxi,1,gbif_presence,37.125,25.325,50.86111068725586,19.681690903492623,38.21399270195878,0.14549874347093794,0.0725506553232749,0.1799525064482463,13.616720713101873,0.0
Parablennius rouxi,1,gbif_presence,41.975,3.325,143.25,17.607127961521943,37.843523411083694,0.2633211398505809,0.09285599430394996,0.47767572939858627,35.74305438995361,4.133325216835835
Parablennius rouxi,1,gbif_presence,43.075,3.125,14.19444465637207,16.84751608440324,37.417706036073554,0.38811368516811073,0.13987722612678785,0.13797428750345642,8.093750298023364,0.0
Parablennius rouxi,1,gbif_presence,42.225,14.625,12.19444465637207,18.893822335530952,36.60051047319118,0.3424355538976583,0.11363774528435684,0.28271236442079434,19.06101162093025,0.0
Parablennius rouxi,1,gbif_presence,36.775,24.475,69.0,19.867264161872342,37.997375466728464,0.135298600396401,0.06979410567260991,1.4449973795329183,108.65525977952177,0.0
Parablennius rouxi,1,gbif_presence,40.325,23.925,24.11111068725586,19.094531854394322,35.997882361080634,0.2834045645805997,0.08286262213259783,1.4996652752619062,135.47073241642775,0.0
Parablennius rouxi,1,gbif_presence,36.725,-3.775,18.63888931274414,18.8574382356787,36.479683439682475,0.25162073755418096,0.1266061165215693,2.2701295110226543,171.6588533706964,0.0
Parablennius rouxi,1,gbif_presence,41.575,9.375,22.83333396911621,18.547704402561525,38.19278946442947,0.14294489544294384,0.08389354452068418,0.8147581647541478,46.26475828885981,0.0
Parablennius rouxi,1,gbif_presence,41.275,9.325,27.55555534362793,18.529025537178427,37.99177191876378,0.14049420252201533,0.08319390981061905,0.18811295415438326,18.91753476858195,4.178444422983066
Parablennius rouxi,1,gbif_presence,41.325,9.425,77.08333587646484,18.478927919289582,38.040484934881036,0.13922908495162806,0.07973480693249442,0.3528639116338677,22.77777624130249,5.55975401167712
Parablennius rouxi,1,gbif_presence,44.375,14.675,16.63888931274414,17.675330256066545,37.109286778139115,0.5547504267909786,0.057153305508522566,0.12463830789119461,19.264384422984,3.973989220486798
Parablennius rouxi,1,gbif_presence,40.875,0.825,21.08333396911621,18.878875626317825,36.985133964619855,0.560109028096055,0.07525422173358473,0.26084795084952966,16.819809938732124,0.0
Parablennius rouxi,1,gbif_presence,43.225,3.525,34.36111068725586,16.719212213612643,37.41115621083266,0.3836575192025274,0.12389958306562224,0.19857291778049233,13.237499809264753,4.051225161595762
Parablennius rouxi,1,gbif_presence,36.725,-3.725,1.7777777910232544,18.855218694740817,36.48091538971806,0.24859683553527204,0.12629792654759694,2.1490913971313605,166.31944416463534,0.0
Parablennius rouxi,1,gbif_presence,36.175,29.625,57.69444274902344,21.8285275586634,39.243033467841414,0.12913503226535938,0.04063962941687259,8.894923237783436,676.3382817772539,0.0
Parablennius rouxi,1,gbif_presence,41.875,9.425,23.75,18.57936650745817,38.214502123149096,0.1401476011526118,0.06157914074940863,2.217905920697891,133.85565730504095,0.0
Parablennius rouxi,1,gbif_presence,38.875,0.075,9.88888931274414,19.575199553312313,37.30478770928596,0.22651821325989824,0.07312837637511203,0.3887085807892263,25.38343293326252,0.0
Parablennius rouxi,1,gbif_presence,38.875,0.125,27.19444465637207,19.56917399742363,37.27716838962008,0.21739034886871064,0.10356104746287288,0.3939895035549204,25.1536461710933,0.0
